 #,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Parent Genres,Album,Album Date ,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,Label,ISRC
1,"Aava","Edea",105,8B,52,2025-03-16,03:01,9,"","","Edea",1900-01-01,50,31,14,36,0,0,-8,C,4,5twxOqAWxbJRPXxZreRgli,"OY EMI Finland AB",FIEFE9800059
2,"Aava","Edea",105,8B,52,2025-03-16,03:01,9,"","","Edea",1900-01-01,50,31,14,36,0,0,-8,C,4,5twxOqAWxbJRPXxZreRgli,"OY EMI Finland AB",FIEFE9800059
3,"La belle amour","Paule Desjardins, Paul Durand Et Son Orchestre",68,6B,14,2025-03-16,03:08,1,"","","La chanson de Lima (feat. Paul Durand et son orchestre) [Mono Version]",1957-01-01,24,95,0,40,0,30,-18,A#/B♭,4,1pMDLjdoyAOfucSkDWSVJQ,"BNF Collection",FRS181447403
4,"La belle amour","Paule Desjardins, Paul Durand Et Son Orchestre",68,6B,14,2025-03-16,03:08,1,"","","La chanson de Lima (feat. Paul Durand et son orchestre) [Mono Version]",1957-01-01,24,95,0,40,0,30,-18,A#/B♭,4,1pMDLjdoyAOfucSkDWSVJQ,"BNF Collection",FRS181447403
5,"L'enfant que j'étais","Lys Assia, Jerry Mengo Et Son Orchestre, Les Blue Stars",121,6B,12,2025-03-22,03:11,2,"schlager, vocal jazz, french jazz","Jazz, Easy Listening, Pop","Histoire d'un amour (Mono Version)",1958-01-01,35,98,0,43,0,10,-18,A#/B♭,4,01sQcEG7fSc0gj2pDuQjki,"BNF Collection",FRS181413539
6,"L'enfant que j'étais","Lys Assia, Jerry Mengo Et Son Orchestre, Les Blue Stars",121,6B,12,2025-03-22,03:11,2,"schlager, vocal jazz, french jazz","Jazz, Easy Listening, Pop","Histoire d'un amour (Mono Version)",1958-01-01,35,98,0,43,0,10,-18,A#/B♭,4,01sQcEG7fSc0gj2pDuQjki,"BNF Collection",FRS181413539
7,"Lilla Stjärna","Alice Babs",173,6B,24,2025-03-22,02:34,6,"big band","Jazz","TætPå (Vol. 1)",1959-00-00,24,99,0,25,0,30,-12,A#/B♭,3,5jaPX2VglcZJXghJey87O8,"Wildcard",DKNA21404319
8,"Lilla Stjärna","Alice Babs",173,6B,24,2025-03-22,02:34,6,"big band","Jazz","TætPå (Vol. 1)",1959-00-00,24,99,0,25,0,30,-12,A#/B♭,3,5jaPX2VglcZJXghJey87O8,"Wildcard",DKNA21404319
9,"Ma petite chatte","Fud Leclerc, Willy Albimoor et son ensemble",143,5A,16,2025-03-16,02:57,3,"","","Dans le bleu du ciel bleu (Mono Version)",1959-01-01,50,94,0,57,0,10,-20,C minor,4,7f0mdKaCoMkTDmJSKk9Z75,"BNF Collection",FRS181483784
10,"Ma petite chatte","Fud Leclerc, Willy Albimoor et son ensemble",143,5A,16,2025-03-16,02:57,3,"","","Dans le bleu du ciel bleu (Mono Version)",1959-01-01,50,94,0,57,0,10,-20,C minor,4,7f0mdKaCoMkTDmJSKk9Z75,"BNF Collection",FRS181483784
11,"Wat Een Geluk","Rudi Carrell",136,4B,49,2025-03-16,02:31,21,"schlager, schlagerparty, neue deutsche welle","Pop, Rock, Easy Listening","Wat Een Geluk",1960-09-13,69,78,2,83,10,30,-12,G#/A♭,4,23m199vGQ4pRqRsjz6pWoa,"Omega",NLE321800020
12,"Wat Een Geluk","Rudi Carrell",136,4B,49,2025-03-16,02:31,21,"schlager, schlagerparty, neue deutsche welle","Pop, Rock, Easy Listening","Wat Een Geluk",1960-09-13,69,78,2,83,10,30,-12,G#/A♭,4,23m199vGQ4pRqRsjz6pWoa,"Omega",NLE321800020
13,"Printemps, avril carillonne","Jean-Paul Mauric, Alan Gate et son orchestre",95,12A,28,2025-03-16,03:00,3,"","","Printemps, avril carillonne (feat. Alan Gate Et Son Orchestre) [Mono version]",1961-01-01,63,91,0,88,0,30,-15,C♯/D♭ minor,4,7vmANwJM8aty7EnbKITIhg,"BNF Collection",FRS181468415
14,"Printemps, avril carillonne","Jean-Paul Mauric, Alan Gate et son orchestre",95,12A,28,2025-03-16,03:00,3,"","","Printemps, avril carillonne (feat. Alan Gate Et Son Orchestre) [Mono version]",1961-01-01,63,91,0,88,0,30,-15,C♯/D♭ minor,4,7vmANwJM8aty7EnbKITIhg,"BNF Collection",FRS181468415
15,"Le retour","Jean Philippe",119,6A,27,2025-03-22,02:52,1,"","","Le retour (feat. Jean Bouchety et son orchestre) [Mono Version]",1962-01-01,35,62,0,32,0,0,-15,G minor,3,07Z83JIVcwewNHg2IUqjC7,"BNF Collection",FRS181450351
16,"Le retour","Jean Philippe",119,6A,27,2025-03-22,02:52,1,"","","Le retour (feat. Jean Bouchety et son orchestre) [Mono Version]",1962-01-01,35,62,0,32,0,0,-15,G minor,3,07Z83JIVcwewNHg2IUqjC7,"BNF Collection",FRS181450351
17,"Bien plus fort","Tereza Kesovija",116,7B,57,2025-03-16,01:52,2,"","","Grand prix Eurovision 1966",1966-00-00,31,82,0,71,0,10,-8,F,3,6Db1NbH5ciwaDd7bfZSFRV,"Parlophone (France)",FRZ111400202
18,"Bien plus fort","Tereza Kesovija",116,7B,57,2025-03-16,01:52,2,"","","Grand prix Eurovision 1966",1966-00-00,31,82,0,71,0,10,-8,F,3,6Db1NbH5ciwaDd7bfZSFRV,"Parlophone (France)",FRZ111400202
19,"Él y Ella","Madalena Iglesias",154,4B,64,2025-03-16,02:05,0,"fado","Folk, Traditional Music","Él y Ella",1966-00-00,54,75,0,84,10,30,-10,G#/A♭,4,7k0RJUWh99X8ZtfNRYP5QV,"Belter",ES5371800442
20,"Él y Ella","Madalena Iglesias",154,4B,64,2025-03-16,02:05,0,"fado","Folk, Traditional Music","Él y Ella",1966-00-00,54,75,0,84,10,30,-10,G#/A♭,4,7k0RJUWh99X8ZtfNRYP5QV,"Belter",ES5371800442
21,"La, La, La","Massiel",124,1B,64,2025-03-22,02:32,37,"","","Lo Mejor de Massiel",1966-00-00,34,25,0,56,0,10,-4,B,3,1ApXNkjfjxkSDoezO8Kh8g,"Sony Music Entertainment",ES5100300048
22,"La, La, La","Massiel",124,1B,64,2025-03-22,02:32,37,"","","Lo Mejor de Massiel",1966-00-00,34,25,0,56,0,10,-4,B,3,1ApXNkjfjxkSDoezO8Kh8g,"Sony Music Entertainment",ES5100300048
23,"Ik Heb Zorgen","Louis Neefs",175,10B,73,2025-03-16,02:23,8,"nederpop","Pop","Ik Heb Zorgen",1967-00-00,27,82,0,70,10,60,-10,D,3,3Uk5rpKaUh8dTnt7OejuBu,"CNR Music",NLA241900838
24,"Ik Heb Zorgen","Louis Neefs",175,10B,73,2025-03-16,02:23,8,"nederpop","Pop","Ik Heb Zorgen",1967-00-00,27,82,0,70,10,60,-10,D,3,3Uk5rpKaUh8dTnt7OejuBu,"CNR Music",NLA241900838
25,"Ring-Dinge-Ding","Therese Steinmetz",105,2B,54,2025-03-16,02:44,11,"hollands, nederpop","Traditional Music, Pop","Het Songfestival Van Thérèse (Remastered)",1967-01-01,57,43,0,74,0,0,-6,F#/G♭,4,5jw0KaceCNXI3JAndQIqVh,"Universal Music, a division of Universal International Music BV",NLUM71801117
26,"Ring-Dinge-Ding","Therese Steinmetz",105,2B,54,2025-03-16,02:44,11,"hollands, nederpop","Traditional Music, Pop","Het Songfestival Van Thérèse (Remastered)",1967-01-01,57,43,0,74,0,0,-6,F#/G♭,4,5jw0KaceCNXI3JAndQIqVh,"Universal Music, a division of Universal International Music BV",NLUM71801117
27,"Yo soy aquél","Raphael",111,7A,43,2025-03-22,02:39,57,"villancicos","Traditional Music","Canta...Raphael",1967-12-23,40,80,0,55,0,20,-11,D minor,3,4H71d1kJ8DB8J4atO8fbBl,"Parlophone Spain",ES5099700018
28,"Yo soy aquél","Raphael",111,7A,43,2025-03-22,02:39,57,"villancicos","Traditional Music","Canta...Raphael",1967-12-23,40,80,0,55,0,20,-11,D minor,3,4H71d1kJ8DB8J4atO8fbBl,"Parlophone Spain",ES5099700018
29,"Verão","Carlos Mendes",115,5B,34,2025-03-16,02:28,0,"fado","Folk, Traditional Music","Os primeiros êxitos de Carlos Mendes & Fernando Tordo",1968-00-00,58,31,0,48,0,10,-9,D#/E♭,4,6S73TAtYpANp3LyUHt4LlP,"Edições Valentim de Carvalho, S.A.",PTVC16800052
30,"Verão","Carlos Mendes",115,5B,34,2025-03-16,02:28,0,"fado","Folk, Traditional Music","Os primeiros êxitos de Carlos Mendes & Fernando Tordo",1968-00-00,58,31,0,48,0,10,-9,D#/E♭,4,6S73TAtYpANp3LyUHt4LlP,"Edições Valentim de Carvalho, S.A.",PTVC16800052
31,"Jedan Dan","Dubrovački Trubaduri",124,11B,83,2025-03-22,02:28,0,"","","Mi Prepuni Smo Ljubavi",1968-10-11,51,63,0,71,0,40,-4,A,4,0oauAuGYrtL0WE1viNRp9X,"Croatia Records d.d.",HRA046810552
32,"Jedan Dan","Dubrovački Trubaduri",124,11B,83,2025-03-22,02:28,0,"","","Mi Prepuni Smo Ljubavi",1968-10-11,51,63,0,71,0,40,-4,A,4,0oauAuGYrtL0WE1viNRp9X,"Croatia Records d.d.",HRA046810552
33,"Primaballerina - tysk Version","Siw Malmkvist",119,8A,51,2025-03-16,02:42,10,"schlager, dansband, schlagerparty","Pop, Easy Listening","Primaballerina",1969-00-00,57,83,0,90,0,0,-6,A minor,4,5I0IiNSEy5ww523Wvmgrmc,"WM Sweden",SEPQA1201126
34,"Primaballerina - tysk Version","Siw Malmkvist",119,8A,51,2025-03-16,02:42,10,"schlager, dansband, schlagerparty","Pop, Easy Listening","Primaballerina",1969-00-00,57,83,0,90,0,0,-6,A minor,4,5I0IiNSEy5ww523Wvmgrmc,"WM Sweden",SEPQA1201126
35,"De Troubadour","Lenny Kuhr",90,12A,30,2025-03-16,03:26,23,"hollands, nederpop","Traditional Music, Pop","De Troubadour",1969-01-01,39,81,0,52,0,10,-11,C♯/D♭ minor,1,31VRNSB6FA4KP7TOkW3k3A,"Universal Music, a division of Universal International Music BV",NLA306900014
36,"De Troubadour","Lenny Kuhr",90,12A,30,2025-03-16,03:26,23,"hollands, nederpop","Traditional Music, Pop","De Troubadour",1969-01-01,39,81,0,52,0,10,-11,C♯/D♭ minor,1,31VRNSB6FA4KP7TOkW3k3A,"Universal Music, a division of Universal International Music BV",NLA306900014
37,"Knock Knock, Who's There? - Live","Mary Hopkin",194,10B,50,2025-03-22,02:34,20,"baroque pop","Classical, Pop","Live at Osaka Expo '70",1970-00-00,20,79,16,57,0,50,-10,D,4,1hSVmo4Qm0ry3tmUBHCEqN,"Mary Hopkin Music",GBQWV2302003
38,"Knock Knock, Who's There? - Live","Mary Hopkin",194,10B,50,2025-03-22,02:34,20,"baroque pop","Classical, Pop","Live at Osaka Expo '70",1970-00-00,20,79,16,57,0,50,-10,D,4,1hSVmo4Qm0ry3tmUBHCEqN,"Mary Hopkin Music",GBQWV2302003
39,"Occhi di ragazza","Gianni Morandi",102,9B,74,2025-03-16,02:52,37,"italian singer-songwriter","Folk","Gianni Morandi",1970-01-20,45,45,0,89,0,10,-7,G,4,1w7ID6DNVqWTkFigG5bHgE,"RCA Records Label",ITB007000915
40,"Occhi di ragazza","Gianni Morandi",102,9B,74,2025-03-16,02:52,37,"italian singer-songwriter","Folk","Gianni Morandi",1970-01-20,45,45,0,89,0,10,-7,G,4,1w7ID6DNVqWTkFigG5bHgE,"RCA Records Label",ITB007000915
41,"Due grosse lacrime bianche","Iva Zanicchi",87,7B,65,2025-03-16,02:34,10,"","","Iva senza tempo",1970-05-01,45,22,0,62,0,10,-3,F,4,5PW1ADTEu6BJuAM2h7bH6m,"Peer Southern Productions",ITA646900825
42,"Due grosse lacrime bianche","Iva Zanicchi",87,7B,65,2025-03-16,02:34,10,"","","Iva senza tempo",1970-05-01,45,22,0,62,0,10,-3,F,4,5PW1ADTEu6BJuAM2h7bH6m,"Peer Southern Productions",ITA646900825
43,"Gwendolyne","Julio Iglesias",89,2A,32,2025-03-22,02:48,40,"bolero","Latin, Traditional Music","Gwendolyne",1970-09-25,26,87,0,31,0,20,-12,D#/E♭ minor,5,7B4uAyj4X3qs8YXdV4wwhS,"Columbia/Legacy",USSM11003640
44,"Gwendolyne","Julio Iglesias",89,2A,32,2025-03-22,02:48,40,"bolero","Latin, Traditional Music","Gwendolyne",1970-09-25,26,87,0,31,0,20,-12,D#/E♭ minor,5,7B4uAyj4X3qs8YXdV4wwhS,"Columbia/Legacy",USSM11003640
45,"Waterman","The Hearts of Soul",82,5B,36,2025-03-16,02:39,5,"nederpop, baroque pop","Classical, Pop","The Hearts of Soul",1970-11-29,34,60,0,37,0,0,-16,D#/E♭,4,0wGVOAtui6Fj66JObm8c5m,"Park",NLE321700944
46,"Waterman","The Hearts of Soul",82,5B,36,2025-03-16,02:39,5,"nederpop, baroque pop","Classical, Pop","The Hearts of Soul",1970-11-29,34,60,0,37,0,0,-16,D#/E♭,4,0wGVOAtui6Fj66JObm8c5m,"Park",NLE321700944
47,"Aurinko laskee länteen","Viktor Klimenko",113,5A,37,2025-03-16,03:10,8,"iskelmä, finnish rock","Rock, Traditional Music","Viktor Klimenko",1971-00-00,27,77,0,29,0,50,-10,C minor,3,5XOlicvifsYZXaMuJJBv7Q,"WM Finland",FIFMF6500021
48,"Aurinko laskee länteen","Viktor Klimenko",113,5A,37,2025-03-16,03:10,8,"iskelmä, finnish rock","Rock, Traditional Music","Viktor Klimenko",1971-00-00,27,77,0,29,0,50,-10,C minor,3,5XOlicvifsYZXaMuJJBv7Q,"WM Finland",FIFMF6500021
49,"Après toi","Vicky Leandros",106,7B,46,2025-03-16,03:32,43,"schlager, schlagerparty","Easy Listening, Pop","Vicky Leandros (Expanded Edition)",1972-01-01,35,54,0,50,0,10,-7,F,4,13tx9je0ftBgu6BKpsQDo4,"Electrola",FRZ037201700
50,"Après toi","Vicky Leandros",106,7B,46,2025-03-16,03:32,43,"schlager, schlagerparty","Easy Listening, Pop","Vicky Leandros (Expanded Edition)",1972-01-01,35,54,0,50,0,10,-7,F,4,13tx9je0ftBgu6BKpsQDo4,"Electrola",FRZ037201700
51,"Als Het Om De Liefde Gaat","Sandra & Andres",110,4B,38,2025-03-16,03:01,0,"nederpop, indorock, hollands","Traditional Music, Rock, Pop","Als Het Om De Liefde Gaat",1972-03-07,72,80,0,96,0,30,-14,G#/A♭,4,0EUjJWkCWNmdZmGCxzYZOH,"Universal Music, a division of Universal International Music BV",NLA307200022
52,"Als Het Om De Liefde Gaat","Sandra & Andres",110,4B,38,2025-03-16,03:01,0,"nederpop, indorock, hollands","Traditional Music, Rock, Pop","Als Het Om De Liefde Gaat",1972-03-07,72,80,0,96,0,30,-14,G#/A♭,4,0EUjJWkCWNmdZmGCxzYZOH,"Universal Music, a division of Universal International Music BV",NLA307200022
53,"אי שם","Ilanit",90,9B,30,2025-03-16,02:52,29,"","","אי שם",1972-04-14,36,96,92,53,0,10,-17,G,4,6XTFPBCx1F8q9V2CgXnUWO,"Hataklit",IL1057200052
54,"אי שם","Ilanit",90,9B,30,2025-03-16,02:52,29,"","","אי שם",1972-04-14,36,96,92,53,0,10,-17,G,4,6XTFPBCx1F8q9V2CgXnUWO,"Hataklit",IL1057200052
55,"La source","Isabelle Aubret",102,2B,30,2025-03-16,03:08,17,"chanson","Folk, Traditional Music","C'est Beau La Vie",1973-00-00,47,76,0,48,0,10,-13,F#/G♭,4,67fSydtPAw4ILzqie4tD54,"Meys",FR61F7700250
56,"La source","Isabelle Aubret",102,2B,30,2025-03-16,03:08,17,"chanson","Folk, Traditional Music","C'est Beau La Vie",1973-00-00,47,76,0,48,0,10,-13,F#/G♭,4,67fSydtPAw4ILzqie4tD54,"Meys",FR61F7700250
57,"Tu te reconnaitras","Anne-Marie David",100,2A,67,2025-03-16,02:39,42,"","","Anne-Marie David",1973-04-07,54,65,0,46,0,10,-4,D#/E♭ minor,3,3682WlWtLmx44QNpB6Py4X,"Sony Music Entertainment",FRZ051700133
58,"Tu te reconnaitras","Anne-Marie David",100,2A,67,2025-03-16,02:39,42,"","","Anne-Marie David",1973-04-07,54,65,0,46,0,10,-4,D#/E♭ minor,3,3682WlWtLmx44QNpB6Py4X,"Sony Music Entertainment",FRZ051700133
59,"Bailemos un Vals","José Velez",99,8B,85,2025-03-22,03:07,36,"","","Lo Mejor de José Velez",1974-00-00,57,26,0,73,0,20,-4,C,3,07HHIWiizlox1aoaxscHoj,"Legacy Recordings",ES5027800092
60,"Bailemos un Vals","José Velez",99,8B,85,2025-03-22,03:07,36,"","","Lo Mejor de José Velez",1974-00-00,57,26,0,73,0,20,-4,C,3,07HHIWiizlox1aoaxscHoj,"Legacy Recordings",ES5027800092
61,"Waterloo","ABBA",148,10B,95,2025-03-22,02:48,0,"","","Waterloo",1974-00-00,45,40,0,65,0,0,-5,D,4,10fRfvMo6WCO9Gaawxy2U9,"Universal Music Group",SEAYD7415010
62,"Waterloo","ABBA",148,10B,95,2025-03-22,02:48,0,"","","Waterloo",1974-00-00,45,40,0,65,0,0,-5,D,4,10fRfvMo6WCO9Gaawxy2U9,"Universal Music Group",SEAYD7415010
63,"Si","Gigliola Cinquetti",81,5B,41,2025-03-16,03:34,19,"bolero, canzone napoletana","Latin, Traditional Music","Canzioni d'Oro: Clássicos Italianos",1974-04-05,37,89,0,20,0,10,-9,D#/E♭,4,1FMqJoVjLH84YWOtvuAqZR,"Disco de Ouro",NL3M12400385
64,"Si","Gigliola Cinquetti",81,5B,41,2025-03-16,03:34,19,"bolero, canzone napoletana","Latin, Traditional Music","Canzioni d'Oro: Clássicos Italianos",1974-04-05,37,89,0,20,0,10,-9,D#/E♭,4,1FMqJoVjLH84YWOtvuAqZR,"Disco de Ouro",NL3M12400385
65,"Long Live Love","Olivia Newton-John",85,1B,68,2025-03-22,02:49,23,"","","Long Live Love",1974-06-24,52,43,0,68,0,10,-4,B,4,5ykcRhxyCDCVeeJbIBVJaD,"Primary Wave Music",QZUDB2200039
66,"Long Live Love","Olivia Newton-John",85,1B,68,2025-03-22,02:49,23,"","","Long Live Love",1974-06-24,52,43,0,68,0,10,-4,B,4,5ykcRhxyCDCVeeJbIBVJaD,"Primary Wave Music",QZUDB2200039
67,"נתתי לה חיי","Kaveret",110,8B,72,2025-03-16,02:58,0,"mizrahi","Traditional Music","פוגי בפיתה",1974-07-14,62,42,0,94,0,40,-9,C,4,2PvGi4tONGDXL3gXzTJsky,"Hed Arzi Ltd",IL1000000633
68,"נתתי לה חיי","Kaveret",110,8B,72,2025-03-16,02:58,0,"mizrahi","Traditional Music","פוגי בפיתה",1974-07-14,62,42,0,94,0,40,-9,C,4,2PvGi4tONGDXL3gXzTJsky,"Hed Arzi Ltd",IL1000000633
69,"Fernando En Filippo","Milly Scott",131,6B,28,2025-03-16,02:29,6,"","","Fernando En Filippo",1975-00-00,63,78,0,78,0,30,-14,A#/B♭,4,3AmVKvtAS3OImFeqvVGuyB,"CNR Music",NLA241800257
70,"Fernando En Filippo","Milly Scott",131,6B,28,2025-03-16,02:29,6,"","","Fernando En Filippo",1975-00-00,63,78,0,78,0,30,-14,A#/B♭,4,3AmVKvtAS3OImFeqvVGuyB,"CNR Music",NLA241800257
71,"Su Canción","Betty Missiego",100,10B,42,2025-03-22,03:03,22,"bolero","Latin, Traditional Music","Lo Mejor de Betty Missiego",1975-00-00,79,13,0,83,0,30,-14,D,4,2YDMHFV05yjkhAbh2gDm6B,"Legacy Recordings",ES5027900156
72,"Su Canción","Betty Missiego",100,10B,42,2025-03-22,03:03,22,"bolero","Latin, Traditional Music","Lo Mejor de Betty Missiego",1975-00-00,79,13,0,83,0,30,-14,D,4,2YDMHFV05yjkhAbh2gDm6B,"Legacy Recordings",ES5027900156
73,"את ואני","Shlomo Artzi",142,2B,74,2025-03-16,02:46,0,"mizrahi","Traditional Music","את ואני",1975-04-01,34,47,0,69,0,0,-5,F#/G♭,4,6PnmAOXm7mExJKvz93iOaW,"Hed Arzi Ltd",IL1001086386
74,"את ואני","Shlomo Artzi",142,2B,74,2025-03-16,02:46,0,"mizrahi","Traditional Music","את ואני",1975-04-01,34,47,0,69,0,0,-5,F#/G♭,4,6PnmAOXm7mExJKvz93iOaW,"Hed Arzi Ltd",IL1001086386
75,"Seninle Bir Dakika","Semiha Yankı",92,4A,62,2025-03-22,02:55,43,"turkish pop, anatolian rock, arabesk","Rock, Traditional Music, Pop","Seninle Bir Dakika / Mutlu Olmak İstiyorsan",1975-04-01,39,84,0,35,0,20,-6,F minor,4,371nNwFetX7GVB7Po7Z1nu,"Kervan Plakçilik Kasetçilik",TR0301600040
76,"Seninle Bir Dakika","Semiha Yankı",92,4A,62,2025-03-22,02:55,43,"turkish pop, anatolian rock, arabesk","Rock, Traditional Music, Pop","Seninle Bir Dakika / Mutlu Olmak İstiyorsan",1975-04-01,39,84,0,35,0,20,-6,F minor,4,371nNwFetX7GVB7Po7Z1nu,"Kervan Plakçilik Kasetçilik",TR0301600040
77,"Krasi, Thalassa Kai T' Agori Mou","Marinella",106,8B,80,2025-03-16,02:57,0,"laïko, entehno","Traditional Music, Pop","Marinella Gia Panta",1975-07-09,51,87,1,85,0,30,-11,C,4,7tDCwUMS4knHuthXLcCu59,"Cobalt Music - Helladisc S.A.",GRUM70500032
78,"Krasi, Thalassa Kai T' Agori Mou","Marinella",106,8B,80,2025-03-16,02:57,0,"laïko, entehno","Traditional Music, Pop","Marinella Gia Panta",1975-07-09,51,87,1,85,0,30,-11,C,4,7tDCwUMS4knHuthXLcCu59,"Cobalt Music - Helladisc S.A.",GRUM70500032
79,"Uma Flor De Verde Pinho","Carlos Do Carmo",101,3B,41,2025-03-16,02:34,18,"fado","Folk, Traditional Music","Uma Canção Para A Europa",1976-01-01,43,56,1,28,0,20,-8,C♯/D♭,3,5JiA2uIWtLG9voMZLNpg4Q,"Universal Music Portugal SA",PTUM71300254
80,"Uma Flor De Verde Pinho","Carlos Do Carmo",101,3B,41,2025-03-16,02:34,18,"fado","Folk, Traditional Music","Uma Canção Para A Europa",1976-01-01,43,56,1,28,0,20,-8,C♯/D♭,3,5JiA2uIWtLG9voMZLNpg4Q,"Universal Music Portugal SA",PTUM71300254
81,"Djambo Djambo - Remastered 2015","Peter, Sue & Marc",89,5B,73,2025-03-22,02:48,23,"schlager","Easy Listening, Pop","Peter, Sue & Marc (Remastered 2015)",1976-02-02,36,69,0,52,10,10,-9,D#/E♭,4,2SZQ6w5SdNfUsybCSQd4td,"Universal Music GmbH",CHUM71500067
82,"Djambo Djambo - Remastered 2015","Peter, Sue & Marc",89,5B,73,2025-03-22,02:48,23,"schlager","Easy Listening, Pop","Peter, Sue & Marc (Remastered 2015)",1976-02-02,36,69,0,52,10,10,-9,D#/E♭,4,2SZQ6w5SdNfUsybCSQd4td,"Universal Music GmbH",CHUM71500067
83,"The Party's Over","Sandra Reemer",110,9B,33,2025-03-16,03:04,0,"nederpop, indorock","Rock, Pop","Trust In Me",1976-04-22,45,68,0,47,0,20,-9,G,4,6rFONJTaRljmp7QNF9pePD,"Universal Music, a division of Universal International Music BV",NLA307600023
84,"The Party's Over","Sandra Reemer",110,9B,33,2025-03-16,03:04,0,"nederpop, indorock","Rock, Pop","Trust In Me",1976-04-22,45,68,0,47,0,20,-9,G,4,6rFONJTaRljmp7QNF9pePD,"Universal Music, a division of Universal International Music BV",NLA307600023
85,"1, 2, 3","Catherine Ferry",141,11B,67,2025-03-16,02:30,35,"chanson","Folk, Traditional Music","Mélodie bleue",1977-00-00,68,21,0,88,0,0,-9,A,4,4AFbTE63GLKZyZv96eNmYK,"Universal Music Division Barclay",FRZ017601810
86,"Mathima Solfez","Bessy Argyraki,Marianna Toli,Paschalis,Robert Williams",142,4A,67,2025-03-16,03:01,0,"","","Giorgos Chatzinasios / Mathima Solfez",1977-00-00,70,45,0,61,0,0,-10,F minor,4,772OPisbhiF5k8bLhHJFiY,"Cobalt Music - Helladisc S.A [GR]",GRPO19700799
87,"1, 2, 3","Catherine Ferry",141,11B,67,2025-03-16,02:30,35,"chanson","Folk, Traditional Music","Mélodie bleue",1977-00-00,68,21,0,88,0,0,-9,A,4,4AFbTE63GLKZyZv96eNmYK,"Universal Music Division Barclay",FRZ017601810
88,"Mathima Solfez","Bessy Argyraki,Marianna Toli,Paschalis,Robert Williams",142,4A,67,2025-03-16,03:01,0,"","","Giorgos Chatzinasios / Mathima Solfez",1977-00-00,70,45,0,61,0,0,-10,F minor,4,772OPisbhiF5k8bLhHJFiY,"Cobalt Music - Helladisc S.A [GR]",GRPO19700799
89,"Telegram","Silver Convention",125,11B,58,2025-03-16,03:03,11,"disco","Pop","Golden Girls",1977-01-01,76,13,0,75,0,0,-13,A,4,72YL3BihTfLT3gfihtonfB,"Butterfly Productions",USRDC7720044
90,"Telegram","Silver Convention",125,11B,58,2025-03-16,03:03,11,"disco","Pop","Golden Girls",1977-01-01,76,13,0,75,0,0,-13,A,4,72YL3BihTfLT3gfihtonfB,"Butterfly Productions",USRDC7720044
91,"'T IS O.K. - Eurovisie Songfestival 1978","Harmony",143,10A,83,2025-03-16,02:35,6,"","","'T IS O.K.",1978-00-00,50,55,0,81,0,40,-7,B minor,4,2y5sjCY1qMqCRmWkx5EinU,"Red Bullet",NLC287800135
92,"'T IS O.K. - Eurovisie Songfestival 1978","Harmony",143,10A,83,2025-03-16,02:35,6,"","","'T IS O.K.",1978-00-00,50,55,0,81,0,40,-7,B minor,4,2y5sjCY1qMqCRmWkx5EinU,"Red Bullet",NLC287800135
93,"Dai Li Dou","Gemini",165,4A,65,2025-03-16,02:17,11,"","","Dai Li Dou",1978-01-01,56,73,0,96,10,10,-12,F minor,4,0S4JSfIH0bJm1cmhIWzilN,"Universal Music Portugal SA",PTAA17801834
94,"Dai Li Dou","Gemini",165,4A,65,2025-03-16,02:17,11,"","","Dai Li Dou",1978-01-01,56,73,0,96,10,10,-12,F minor,4,0S4JSfIH0bJm1cmhIWzilN,"Universal Music Portugal SA",PTAA17801834
95,"א-בא-ני-בי","Izhar Cohan",144,5A,94,2025-03-16,02:56,31,"","","א-בא-ני-בי",1978-04-02,57,19,0,56,20,10,-7,C minor,4,79wuyMhjJGWFIMELaxiFlY,"Mobile1 Music",IL1010102302
96,"א-בא-ני-בי","Izhar Cohan",144,5A,94,2025-03-16,02:56,31,"","","א-בא-ני-בי",1978-04-02,57,19,0,56,20,10,-7,C minor,4,79wuyMhjJGWFIMELaxiFlY,"Mobile1 Music",IL1010102302
97,"Tsarly Tsaplin","Tania Tsanaklidou",137,9B,43,2025-03-16,02:51,10,"entehno, laïko","Traditional Music, Pop","Tsarli Tsaplin",1978-04-10,50,84,0,64,0,30,-10,G,4,2BcjzwGE9Nwoqe6rqplYxD,"EMI",GRE017800256
98,"Tsarly Tsaplin","Tania Tsanaklidou",137,9B,43,2025-03-16,02:51,10,"entehno, laïko","Traditional Music, Pop","Tsarli Tsaplin",1978-04-10,50,84,0,64,0,30,-10,G,4,2BcjzwGE9Nwoqe6rqplYxD,"EMI",GRE017800256
99,"Satellit","Ted Gärdestad",108,6B,79,2025-03-22,04:17,0,"swedish pop","Pop","Blue Virgin Isles (Remastered 2009)",1978-11,51,26,0,95,0,0,-4,A#/B♭,4,3YwVIeeplBj3YSWT7vCr79,"Universal Music AB",SEAYD9306140
100,"Satellit","Ted Gärdestad",108,6B,79,2025-03-22,04:17,0,"swedish pop","Pop","Blue Virgin Isles (Remastered 2009)",1978-11,51,26,0,95,0,0,-4,A#/B♭,4,3YwVIeeplBj3YSWT7vCr79,"Universal Music AB",SEAYD9306140
